path,source_ids,source_sha256,role,caption_zh,caption_en,photographer,rights_status,publication_ready,width,height,upscaled,requested_long_edge,size_bytes,sha256,creator,sequence,project,event,source_in,source_out,duration,audio,source_time,edits,fps,frames,fallback
assets/works/no-further-input-required/no-further-input-required-exhibition-photo-longlonglong-thumb.avif,"[""M0046""]","[""a2ed11de4a68c0acdb1b690b14b21a65f7cdd48f3aef53de18617f33a07e2d49""]",thumb,《无需进一步输入》的展陈与作品标签。,No Further Input Required on display with its artwork label.,longlonglong,photographer-credit-required,False,480,640,False,640,33212,fc02773b23a18d70469d30857eb6603be2ae1fda615a456a90d33cc0a9e6b7e0,unknown,unknown,No Further Input Required,Entangled: Day for Night / Inclusion Conference 2026,,,,,,,,,
assets/works/no-further-input-required/no-further-input-required-entangled-exhibition-poster-hero.avif,"[""M0047""]","[""93363cf7e77376cb07dbeac5f17caefcee70f47c059e02080d869f042654f1f7""]",hero,采用《无需进一步输入》图像的展览海报。,Exhibition poster featuring imagery from No Further Input Required.,unknown,unknown,False,1280,1828,False,2400,175356,6d33a5d8be024be091685b2ca97035112b399e401e2c6213400c5be68ddffa0e,unknown,unknown,No Further Input Required,Entangled: Day for Night / Inclusion Conference 2026,,,,,,,,,
assets/works/no-further-input-required/no-further-input-required-entangled-exhibition-poster-preview.avif,"[""M0047""]","[""93363cf7e77376cb07dbeac5f17caefcee70f47c059e02080d869f042654f1f7""]",preview,采用《无需进一步输入》图像的展览海报。,Exhibition poster featuring imagery from No Further Input Required.,unknown,unknown,False,1120,1600,False,1600,143219,73fc107a50ecc8464fc18e8f929fb322c4abb06a1c940255071a02b81ca91c4a,unknown,unknown,No Further Input Required,Entangled: Day for Night / Inclusion Conference 2026,,,,,,,,,
assets/works/no-further-input-required/no-further-input-required-entangled-exhibition-poster-thumb.avif,"[""M0047""]","[""93363cf7e77376cb07dbeac5f17caefcee70f47c059e02080d869f042654f1f7""]",thumb,采用《无需进一步输入》图像的展览海报。,Exhibition poster featuring imagery from No Further Input Required.,unknown,unknown,False,448,640,False,640,41695,b4c4b9fd115fbad42a5791b4aced91fae8dfc15fe330faf604604922ec1afdd0,unknown,unknown,No Further Input Required,Entangled: Day for Night / Inclusion Conference 2026,,,,,,,,,
assets/works/atmospheric-escape/atmospheric-escape-entropy-orbit-highlight-16x9.mp4,"[""M0033""]","[""c8da22bc65d21ec4927cfea3e0f08446909d6d21f28099f00c41f8fcd47362b8""]",highlight,轨道图形与上下屏幕的空间呼应。,Orbital graphics connect the front and overhead screens.,unknown,unknown,False,1920,1080,False,,12372678,f6654e92de65bc42ebd18336d33af4abede3ebb9a140f0c45951ba077b697b71,unknown,unknown,ATMOSPHERIC ESCAPE,ENTROPY 2026.09.05 Shanghai,7.8,18.8,10.966667,silent,,,,,
assets/works/atmospheric-escape/atmospheric-escape-entropy-orbit-highlight-poster.avif,"[""M0033""]","[""c8da22bc65d21ec4927cfea3e0f08446909d6d21f28099f00c41f8fcd47362b8""]",poster,轨道图形与上下屏幕的空间呼应。,Orbital graphics connect the front and overhead screens.,unknown,unknown,False,1600,900,,,44308,846dae12b605d126ce959ae0198369363c0f2b8e9e3a1bef46535a05866f7d8a,unknown,unknown,ATMOSPHERIC ESCAPE,ENTROPY 2026.09.05 Shanghai,,,,,13.3,,,,
assets/works/atmospheric-escape/atmospheric-escape-entropy-performers-highlight-16x9.mp4,"[""M0035""]","[""73a5eb561e0467d0f04814f76037adc32619142b90ea1e914d869235b74ab385""]",highlight,轨道图形前的现场表演者。,Performers in front of the orbital graphics.,unknown,unknown,False,1920,1080,False,,8288772,4bc84ef147a85fb14e4cd1e7748fe084fd7e47f4dd40e55d0da619c8a520232c,unknown,unknown,ATMOSPHERIC ESCAPE,ENTROPY 2026.09.05 Shanghai,1.5,6.8,5.3,silent,,,,,
assets/works/atmospheric-escape/atmospheric-escape-entropy-performers-highlight-poster.avif,"[""M0035""]","[""73a5eb561e0467d0f04814f76037adc32619142b90ea1e914d869235b74ab385""]",poster,轨道图形前的现场表演者。,Performers in front of the orbital graphics.,unknown,unknown,False,1600,900,,,56079,0a8fcb35d82a523d76a4f0e910563373a1089091d8787c700fcdebdcd80f8731,unknown,unknown,ATMOSPHERIC ESCAPE,ENTROPY 2026.09.05 Shanghai,,,,,4.15,,,,
assets/works/atmospheric-escape/atmospheric-escape-entropy-particle-highlight-16x9.mp4,"[""M0037""]","[""2bc2defe6792c57993fa70960dd502b788068c9caf60f228ea5c40646c94ba9f""]",highlight,粒子形态在双屏空间中展开。,Particle forms unfold across the two-screen space.,unknown,unknown,False,1920,1080,False,,4925338,95eb026c9f69ee0feab291ce0bf49049f1130d9a554fde15a3ef4acf17664e30,unknown,unknown,ATMOSPHERIC ESCAPE,ENTROPY 2026.09.05 Shanghai,0.35,4.75,4.366667,silent,,,,,
assets/works/atmospheric-escape/atmospheric-escape-entropy-particle-highlight-poster.avif,"[""M0037""]","[""2bc2defe6792c57993fa70960dd502b788068c9caf60f228ea5c40646c94ba9f""]",poster,粒子形态在双屏空间中展开。,Particle forms unfold across the two-screen space.,unknown,unknown,False,1600,900,,,27637,f53677c5463b1c32f730e2eeec00352098e8c1071ccb089da6662c11bfd7d58a,unknown,unknown,ATMOSPHERIC ESCAPE,ENTROPY 2026.09.05 Shanghai,,,,,2.5500000000000003,,,,
assets/works/atmospheric-escape/atmospheric-escape-entropy-spacecraft-highlight-16x9.mp4,"[""M0041""]","[""7fa25964292b6fe31fd1f7d941aecf2d185f2f45b65eca0ccff29015a6f5b9af""]",highlight,航天器结构在环绕屏幕中变化。,Spacecraft structures change across the wraparound screen.,unknown,unknown,False,1920,1080,False,,5688810,7da61a467e4fc883db34887adf54ffd38b741d22d5fab45448bdbc540ae65dfb,unknown,unknown,ATMOSPHERIC ESCAPE,ENTROPY 2026.09.05 Shanghai,0.4,7.8,7.4,silent,,,,,
assets/works/atmospheric-escape/atmospheric-escape-entropy-spacecraft-highlight-poster.avif,"[""M0041""]","[""7fa25964292b6fe31fd1f7d941aecf2d185f2f45b65eca0ccff29015a6f5b9af""]",poster,航天器结构在环绕屏幕中变化。,Spacecraft structures change across the wraparound screen.,unknown,unknown,False,1600,900,,,23288,e4e20d768dcd36d725a7eeb4662209540796be325828cd9a9ae2116f4cb70909,unknown,unknown,ATMOSPHERIC ESCAPE,ENTROPY 2026.09.05 Shanghai,,,,,0.9,,,,
assets/library/scans/factory/memory-factory/memory-factory-entropy-pointcloud-highlight-16x9.mp4,"[""M0043""]","[""8892dd703509da08aa58fca20234b221c6781950347b3422cb97d0ccba0640ec""]",highlight,工厂点云的现场动态呈现。,Factory point-cloud imagery in a live setting.,unknown,unknown,False,1920,1080,False,,9950054,272d1e9eddd742d9e1cc25ca1e11d0e958d29c129bcbc21b8a09087861f57b1a,unknown,unknown,Personal Scan Library / Factory Scans / Memory Factory,ENTROPY 2026.09.05 Shanghai,0.4,6.5,6.1,silent,,,,,
assets/library/scans/factory/memory-factory/memory-factory-entropy-pointcloud-highlight-poster.avif,"[""M0043""]","[""8892dd703509da08aa58fca20234b221c6781950347b3422cb97d0ccba0640ec""]",poster,工厂点云的现场动态呈现。,Factory point-cloud imagery in a live setting.,unknown,unknown,False,1600,900,,,59138,acf40a544c7c9132d3df6511587101bbf4831c801d4388797a3679d61696febc,unknown,unknown,Personal Scan Library / Factory Scans / Memory Factory,ENTROPY 2026.09.05 Shanghai,,,,,3.4499999999999997,,,,
assets/events/reactor-2026-09-05/reactor-2026-09-05-geometric-highlight-16x9.mp4,"[""M0048""]","[""4d3d030b5bba4d556a024a8b902a5f2b1ffb302fb0b8177d6357827b0c25d45b""]",highlight,REACTOR 现场的红色几何图形。,Red geometric imagery at REACTOR.,unknown,unknown,False,1280,720,False,,3633106,226c4dd7b290102868c1d62241791bc9ff41a9974b6b9a30ebfc37cac3b9948e,unknown,unknown,unknown,REACTOR 2026.09.05,14.5,24.5,10.0,silent,,,,,
assets/events/reactor-2026-09-05/reactor-2026-09-05-geometric-highlight-poster.avif,"[""M0048""]","[""4d3d030b5bba4d556a024a8b902a5f2b1ffb302fb0b8177d6357827b0c25d45b""]",poster,REACTOR 现场的红色几何图形。,Red geometric imagery at REACTOR.,unknown,unknown,False,1280,720,,,6418,47cd9f05ef9f119368af28dd85ef817a6c9d14a246f22bd7a0a9068360870061,unknown,unknown,unknown,REACTOR 2026.09.05,,,,,19.5,,,,
assets/events/reactor-2026-09-05/reactor-2026-09-05-rectilinear-highlight-16x9.mp4,"[""M0048""]","[""4d3d030b5bba4d556a024a8b902a5f2b1ffb302fb0b8177d6357827b0c25d45b""]",highlight,REACTOR 现场的矩形结构变化。,Changing rectilinear structures at REACTOR.,unknown,unknown,False,1280,720,False,,7066581,072cd3b847d94cadf834762437ef0e2bb04e488c8776cbbe5f5b1121343e94ce,unknown,unknown,unknown,REACTOR 2026.09.05,39.5,55.5,16.0,silent,,,,,
assets/events/reactor-2026-09-05/reactor-2026-09-05-rectilinear-highlight-poster.avif,"[""M0048""]","[""4d3d030b5bba4d556a024a8b902a5f2b1ffb302fb0b8177d6357827b0c25d45b""]",poster,REACTOR 现场的矩形结构变化。,Changing rectilinear structures at REACTOR.,unknown,unknown,False,1280,720,,,12094,fd9a4c482d90880cd5361bef02c79eebd6ad969e209841cda07c1112075edd45,unknown,unknown,unknown,REACTOR 2026.09.05,,,,,47.5,,,,
assets/works/atmospheric-escape/atmospheric-escape-entropy-selected-live-16x9.mp4,"[""M0033"", ""M0035"", ""M0037""]","[""c8da22bc65d21ec4927cfea3e0f08446909d6d21f28099f00c41f8fcd47362b8"", ""73a5eb561e0467d0f04814f76037adc32619142b90ea1e914d869235b74ab385"", ""2bc2defe6792c57993fa70960dd502b788068c9caf60f228ea5c40646c94ba9f""]",selected-reel,ATMOSPHERIC ESCAPE · ENTROPY 现场节选,ATMOSPHERIC ESCAPE · Selected moments at ENTROPY,unknown,unknown,False,1920,1080,,,23680624,659a9fb9fdfd13d7d13327b609fec1e4ee5bb58dbbbc5479a9d25cd7a1f64a33,unknown,unknown,ATMOSPHERIC ESCAPE,ENTROPY 2026.09.05 Shanghai,,,20.633333,silent,,"[{""path"": ""assets/works/atmospheric-escape/atmospheric-escape-entropy-orbit-highlight-16x9.mp4"", ""source_in"": 7.8, ""source_out"": 18.8}, {""path"": ""assets/works/atmospheric-escape/atmospheric-escape-entropy-performers-highlight-16x9.mp4"", ""source_in"": 1.5, ""source_out"": 6.8}, {""path"": ""assets/works/atmospheric-escape/atmospheric-escape-entropy-particle-highlight-16x9.mp4"", ""source_in"": 0.35, ""source_out"": 4.75}]",,,
assets/library/scans/factory/memory-factory/memory-factory-entropy-pointcloud-motion.avif,"[""M0043""]","[""8892dd703509da08aa58fca20234b221c6781950347b3422cb97d0ccba0640ec""]",animated-image,工厂点云现场片段，3 秒循环。,A three-second loop of factory point-cloud imagery in performance.,unknown,unknown,False,960,540,,,373374,5c6d07893f1a8830538f5be23257b04ae990daa299cebb071d49562eda4f5d52,unknown,unknown,Personal Scan Library / Factory Scans / Memory Factory,ENTROPY 2026.09.05 Shanghai,0.5,3.5,,,,,12,36,assets/library/scans/factory/memory-factory/memory-factory-entropy-pointcloud-highlight-16x9.mp4
assets/library/scans/factory/memory-factory/memory-factory-reactor-2026-09-05-pointcloud-highlight-9x16.mp4,"[""M0050""]","[""636d0043b7107622027277beba111fe5dd7caa1d1dccd52351c5ff38649b0ff5""]",highlight,REACTOR 现场的工厂点云，竖版记录。,"Factory point-cloud imagery at REACTOR, recorded in portrait orientation.",unknown,unknown,False,720,1280,False,,3086856,042f8660157d839e90547acd248ebd9c06de4b5edc1caae45b97b62634956853,unknown,unknown,Personal Scan Library / Factory Scans / Memory Factory,REACTOR 2026.09.05,0.5,10.5,10,silent,,,,,
assets/library/scans/factory/memory-factory/memory-factory-reactor-2026-09-05-pointcloud-highlight-poster.avif,"[""M0050""]","[""636d0043b7107622027277beba111fe5dd7caa1d1dccd52351c5ff38649b0ff5""]",poster,REACTOR 现场的工厂点云。,Factory point-cloud imagery at REACTOR.,unknown,unknown,False,720,1280,,,8589,74df2dcac59fcdf46bea7762e28579cbe104afffc477507484ed967b880c82ba,unknown,unknown,Personal Scan Library / Factory Scans / Memory Factory,REACTOR 2026.09.05,,,,,4.5,,,,
